#of-trainings	p1-training-won	p2-training-won	draw-training	#of-test-games	p1-test-won	p2-test-won	draw-test	best-loss	average-rounds-played	duration
731000	0	722323	8677	1000	0	906	94	0.0004696388093662254	6.7	47.3
732000	0	723308	8692	1000	0	758	242	0.0004696388093662254	9.4	72.9
733000	0	724298	8702	1000	0	892	108	0.0004696388093662254	4.8	31.2
734000	0	725284	8716	1000	0	925	75	0.0004696388093662254	5.8	41.6
735000	0	726268	8732	1000	0	711	289	0.0004696388093662254	10.0	80.1
736000	0	727256	8744	1000	0	799	201	0.0004696388093662254	8.2	62.8
737000	0	728243	8757	1000	0	908	92	0.0004696388093662254	6.1	43.6
738000	0	729222	8778	1000	0	767	233	0.0004696388093662254	9.1	71.3
739000	0	730211	8789	1000	0	735	265	0.0004696388093662254	9.4	89.0
740000	0	731201	8799	1000	0	730	270	0.0004696388093662254	9.3	72.2
741000	0	732191	8809	1000	0	941	59	0.0004696388093662254	5.7	39.9
742000	0	733177	8823	1000	0	831	169	0.0004696388093662254	7.5	56.2
743000	0	734172	8828	1000	0	737	263	0.0004696388093662254	9.2	72.5
744000	0	735153	8847	1000	0	877	123	0.0004696388093662254	7.1	52.1
745000	0	736141	8859	1000	0	724	276	0.0004696388093662254	9.4	72.2
746000	0	737126	8874	1000	0	872	128	0.0004696388093662254	5.3	36.8
747000	0	738108	8892	1000	0	822	178	0.0004696388093662254	7.6	58.5
748000	0	739091	8909	1000	0	745	255	0.0004696388093662254	8.8	75.0
749000	0	740083	8917	1000	0	947	53	0.0004696388093662254	5.6	42.9
750000	0	741072	8928	1000	0	783	217	0.0004696388093662254	8.2	74.1
751000	0	742060	8940	1000	0	739	261	0.0004696388093662254	9.5	84.9
752000	0	743047	8953	1000	0	741	259	0.0004696388093662254	9.4	80.0
753000	0	744036	8964	1000	0	842	158	0.0004696388093662254	6.6	47.2
754000	0	745022	8978	1000	0	875	125	0.0004696388093662254	6.8	50.2
755000	0	746009	8991	1000	0	713	287	0.0004696388093662254	10.0	78.6
756000	0	747002	8998	1000	0	892	108	0.0004696388093662254	5.0	34.1
757000	0	747988	9012	1000	0	811	189	0.0004696388093662254	7.4	56.1
758000	0	748981	9019	1000	0	737	263	0.0004696388093662254	10.0	80.0
759000	0	749973	9027	1000	0	840	160	0.0004696388093662254	6.6	48.0
760000	0	750963	9037	1000	0	804	196	0.0004696388093662254	7.5	56.2
761000	0	751947	9053	1000	0	834	166	0.0004696388093662254	7.5	56.7
762000	0	752934	9066	1000	0	840	160	0.0004696388093662254	7.5	56.2
763000	0	753916	9084	1000	0	917	83	0.0004696388093662254	6.1	42.7
764000	0	754907	9093	1000	0	745	255	0.0004696388093662254	8.9	68.7
765000	0	755895	9105	1000	0	761	239	0.0004696388093662254	9.1	71.4
766000	0	756874	9126	1000	0	746	254	0.0004696388093662254	9.4	72.9
767000	0	757863	9137	1000	0	718	282	0.0004696388093662254	9.9	78.3
768000	0	758848	9152	1000	0	760	240	0.0004696388093662254	8.9	68.3
769000	0	759835	9165	1000	0	859	141	0.0004696388093662254	7.2	54.5
770000	0	760827	9173	1000	0	738	262	0.0004696388093662254	9.9	78.6
771000	0	761813	9187	1000	0	827	173	0.0004696388093662254	6.9	51.7
772000	0	762799	9201	1000	0	789	211	0.0004696388093662254	8.6	66.5
773000	0	763783	9217	1000	0	801	199	0.0004696388093662254	8.1	62.6
774000	0	764767	9233	1000	0	720	280	0.0004696388093662254	10.0	79.6
775000	0	765761	9239	1000	0	744	256	0.0004696388093662254	9.2	71.7
776000	0	766752	9248	1000	0	928	72	0.0004696388093662254	6.0	42.4
777000	0	767742	9258	1000	0	773	227	0.0004696388093662254	8.6	67.2
778000	0	768732	9268	1000	0	840	160	0.0004696388093662254	7.5	55.1
779000	0	769720	9280	1000	0	764	236	0.0004696388093662254	8.8	67.6
780000	0	770704	9296	1000	0	742	258	0.0004696388093662254	8.7	68.6
781000	0	771687	9313	1000	0	736	264	0.0004696388093662254	9.2	73.0
782000	0	772669	9331	1000	0	758	242	0.0004696388093662254	8.9	69.4
783000	0	773659	9341	1000	0	781	219	0.0004696388093662254	8.9	68.6
784000	0	774648	9352	1000	0	880	120	0.0004696388093662254	5.3	36.9
785000	0	775642	9358	1000	0	814	186	0.0004696388093662254	7.9	60.3
786000	0	776632	9368	1000	0	785	215	0.0004696388093662254	8.4	64.5
787000	0	777617	9383	1000	0	827	173	0.0004696388093662254	7.7	57.1
788000	0	778601	9399	1000	0	775	225	0.0004696388093662254	8.8	68.8
789000	0	779584	9416	1000	0	939	61	0.0004696388093662254	5.8	40.7
790000	0	780569	9431	1000	0	747	253	0.0004696388093662254	9.0	69.9
791000	0	781555	9445	1000	0	803	197	0.0004696388093662254	8.4	64.5
792000	0	782542	9458	1000	0	887	113	0.0004696388093662254	4.9	33.3
793000	0	783534	9466	1000	0	839	161	0.0004696388093662254	6.5	48.0
794000	0	784519	9481	1000	0	734	266	0.0004696388093662254	9.1	72.0
795000	0	785500	9500	1000	0	885	115	0.0004696388093662254	6.8	49.2
796000	0	786490	9510	1000	0	768	232	0.0004696388093662254	8.8	68.4
797000	0	787471	9529	1000	0	753	247	0.0004696388093662254	8.9	68.8
798000	0	788457	9543	1000	0	753	247	0.0004696388093662254	9.4	72.9
799000	0	789445	9555	1000	0	748	252	0.0004696388093662254	9.0	70.3
800000	0	790436	9564	1000	0	749	251	0.0004696388093662254	9.5	75.3
801000	0	791420	9580	1000	0	850	150	0.0004696388093662254	7.6	57.5
802000	0	792403	9597	1000	0	851	149	0.0004696388093662254	7.1	52.4
803000	0	793394	9606	1000	0	778	222	0.0004696388093662254	8.9	68.0
804000	0	794382	9618	1000	0	763	237	0.0004696388093662254	9.1	71.6
805000	0	795369	9631	1000	0	765	235	0.0004696388093662254	8.9	70.9
806000	0	796353	9647	1000	0	749	251	0.0004696388093662254	9.5	74.9
807000	0	797339	9661	1000	0	729	271	0.0004696388093662254	9.7	75.5
808000	0	798323	9677	1000	0	782	218	0.0004696388093662254	8.9	69.7
809000	0	799315	9685	1000	0	762	238	0.0004696388093662254	9.3	71.7
810000	0	800309	9691	1000	0	941	59	0.0004696388093662254	5.6	38.8
811000	0	801298	9702	1000	0	738	262	0.0004696388093662254	9.5	74.4
812000	0	802290	9710	1000	0	723	277	0.0004696388093662254	9.6	74.7
813000	0	803281	9719	1000	0	779	221	0.0004696388093662254	8.9	69.4
814000	0	804274	9726	1000	0	922	78	0.0004696388093662254	6.1	43.0
815000	0	805272	9728	1000	0	783	217	0.0004696388093662254	8.8	67.9
816000	0	806261	9739	1000	0	869	131	0.0004696388093662254	6.9	50.1
817000	0	807247	9753	1000	0	964	36	0.0004696388093662254	5.5	37.3
818000	0	808235	9765	1000	0	868	132	0.0004696388093662254	7.0	52.9
819000	0	809227	9773	1000	0	743	257	0.0004696388093662254	9.3	74.5
820000	0	810217	9783	1000	0	727	273	0.0004696388093662254	9.6	75.0
821000	0	811210	9790	1000	0	743	257	0.0004696388093662254	9.5	74.7
822000	0	812192	9808	1000	0	760	240	0.0004696388093662254	8.5	64.4
823000	0	813186	9814	1000	0	712	288	0.0004696388093662254	9.4	73.1
824000	0	814178	9822	1000	0	952	48	0.0004696388093662254	5.4	35.9
825000	0	815168	9832	1000	0	737	263	0.0004696388093662254	9.5	74.1
826000	0	816161	9839	1000	0	722	278	0.0004696388093662254	9.7	75.1
827000	0	817151	9849	1000	0	748	252	0.0004696388093662254	8.9	68.9
828000	0	818144	9856	1000	0	800	200	0.0004696388093662254	8.4	63.2
829000	0	819136	9864	1000	0	737	263	0.0004696388093662254	9.7	75.6
830000	0	820128	9872	1000	0	801	199	0.0004696388093662254	8.1	61.0
831000	0	821113	9887	1000	0	898	102	0.0004696388093662254	6.6	47.8
832000	0	822103	9897	1000	0	731	269	0.0004696388093662254	9.8	81.8
833000	0	823087	9913	1000	0	740	260	0.0004696388093662254	9.1	69.7
834000	0	824075	9925	1000	0	864	136	0.0004696388093662254	7.6	56.9
835000	0	825063	9937	1000	0	736	264	0.0004696388093662254	9.8	79.6
836000	0	826053	9947	1000	0	749	251	0.0004696388093662254	9.2	72.0
837000	0	827038	9962	1000	0	832	168	0.0004696388093662254	7.9	59.0
838000	0	828023	9977	1000	0	773	227	0.0004696388093662254	8.7	68.0
839000	0	829008	9992	1000	0	848	152	0.0004696388093662254	7.4	55.4
840000	0	829995	10005	1000	0	831	169	0.0004696388093662254	7.9	59.9
841000	0	830981	10019	1000	0	808	192	0.0004696388093662254	8.2	63.3
842000	0	831968	10032	1000	0	775	225	0.0004696388093662254	8.4	64.7
843000	0	832958	10042	1000	0	761	239	0.0004696388093662254	8.8	68.4
844000	0	833942	10058	1000	0	828	172	0.0004696388093662254	7.9	59.3
845000	0	834925	10075	1000	0	718	282	0.0004696388093662254	9.4	72.9
846000	0	835913	10087	1000	0	749	251	0.0004696388093662254	9.1	71.6
847000	0	836906	10094	1000	0	736	264	0.0004696388093662254	9.5	75.1
848000	0	837897	10103	1000	0	874	126	0.0004696388093662254	7.3	53.2
849000	0	838892	10108	1000	0	721	279	0.0004696388093662254	9.9	78.0
850000	0	839880	10120	1000	0	703	297	0.0004696388093662254	10.0	78.1
851000	0	840870	10130	1000	0	789	211	0.0004696388093662254	8.7	67.5
852000	0	841861	10139	1000	0	755	245	0.0004696388093662254	8.7	67.2
853000	0	842853	10147	1000	0	743	257	0.0004696388093662254	9.5	74.0
854000	0	843839	10161	1000	0	704	296	0.0004696388093662254	10.1	78.9
855000	0	844833	10167	1000	0	717	283	0.0004696388093662254	9.9	77.8
856000	0	845818	10182	1000	0	707	293	0.0004696388093662254	10.0	78.2
857000	0	846803	10197	1000	0	958	42	0.0004696388093662254	5.7	40.3
858000	0	847791	10209	1000	0	749	251	0.0004696388093662254	9.3	71.7
859000	0	848781	10219	1000	0	771	229	0.0004696388093662254	9.1	70.5
860000	0	849764	10236	1000	0	732	268	0.0004696388093662254	9.5	75.0
861000	0	850752	10248	1000	0	943	57	0.0004696388093662254	5.7	39.0
862000	0	851743	10257	1000	0	833	167	0.0004696388093662254	7.4	54.9
863000	0	852738	10262	1000	0	792	208	0.0004696388093662254	8.5	65.5
864000	0	853720	10280	1000	0	764	236	0.0004696388093662254	9.1	70.4
865000	0	854703	10297	1000	0	751	249	0.0004696388093662254	9.3	72.0
866000	0	855690	10310	1000	0	712	288	0.0004696388093662254	10.2	79.7
867000	0	856678	10322	1000	0	751	249	0.0004696388093662254	9.5	74.2
868000	0	857662	10338	1000	0	741	259	0.0004696388093662254	9.5	74.4
869000	0	858642	10358	1000	0	763	237	0.0004696388093662254	8.7	67.7
870000	0	859631	10369	1000	0	755	245	0.0004696388093662254	9.4	72.8
871000	0	860618	10382	1000	0	862	138	0.0004696388093662254	5.8	41.0
872000	0	861607	10393	1000	0	692	308	0.0004696388093662254	10.2	81.3
873000	0	862598	10402	1000	0	837	163	0.0004696388093662254	6.2	44.9
874000	0	863587	10413	1000	0	698	302	0.0004696388093662254	10.1	80.1
875000	0	864577	10423	1000	0	770	230	0.0004696388093662254	8.9	68.5
876000	0	865571	10429	1000	0	749	251	0.0004696388093662254	9.5	75.5
877000	0	866553	10447	1000	0	724	276	0.0004696388093662254	9.7	76.4
878000	0	867540	10460	1000	0	833	167	0.0004696388093662254	7.7	57.1
879000	0	868525	10475	1000	0	751	249	0.0004696388093662254	9.2	72.5
880000	0	869517	10483	1000	0	799	201	0.0004696388093662254	7.8	59.4
881000	0	870499	10501	1000	0	764	236	0.0004696388093662254	8.8	69.0
882000	0	871479	10521	1000	0	841	159	0.0004696388093662254	7.7	58.7
883000	0	872469	10531	1000	0	744	256	0.0004696388093662254	9.2	72.7
884000	0	873457	10543	1000	0	911	89	0.0004696388093662254	6.2	44.7
885000	0	874447	10553	1000	0	810	190	0.0004696388093662254	8.1	60.6
886000	0	875437	10563	1000	0	726	274	0.0004696388093662254	9.9	76.5
887000	0	876427	10573	1000	0	808	192	0.0004696388093662254	8.1	62.1
888000	0	877421	10579	1000	0	737	263	0.0004696388093662254	9.2	72.0
889000	0	878413	10587	1000	0	786	214	0.0004696388093662254	8.5	66.3
890000	0	879403	10597	1000	0	750	250	0.0004696388093662254	9.3	71.8
891000	0	880391	10609	1000	0	758	242	0.0004696388093662254	9.3	72.7
892000	0	881380	10620	1000	0	790	210	0.0004696388093662254	8.9	69.7
893000	0	882366	10634	1000	0	755	245	0.0004696388093662254	9.2	72.4
894000	0	883353	10647	1000	0	826	174	0.0004696388093662254	7.2	54.1
895000	0	884344	10656	1000	0	743	257	0.0004696388093662254	9.3	76.9
896000	0	885334	10666	1000	0	836	164	0.0004696388093662254	8.0	60.3
897000	0	886327	10673	1000	0	727	273	0.0004696388093662254	9.5	74.1
898000	0	887311	10689	1000	0	820	180	0.0004696388093662254	8.0	60.8
899000	0	888297	10703	1000	0	912	88	0.0004696388093662254	6.3	45.5
900000	0	889287	10713	1000	0	932	68	0.0004696388093662254	5.9	41.2
901000	0	890271	10729	1000	0	825	175	0.0004696388093662254	8.0	60.9
902000	0	891262	10738	1000	0	884	116	0.0004696388093662254	6.0	43.5
903000	0	892248	10752	1000	0	726	274	0.0004696388093662254	9.4	74.9
904000	0	893236	10764	1000	0	716	284	0.0004696388093662254	9.5	73.6
905000	0	894217	10783	1000	0	943	57	0.0004696388093662254	5.5	37.7
906000	0	895204	10796	1000	0	736	264	0.0004696388093662254	9.0	70.4
907000	0	896195	10805	1000	0	869	131	0.0004696388093662254	6.8	50.4
908000	0	897168	10832	1000	0	922	78	0.0004696388093662254	6.0	43.2
909000	0	898149	10851	1000	0	775	225	0.0004696388093662254	8.7	67.5
910000	0	899143	10857	1000	0	887	113	0.0004696388093662254	4.8	32.2
911000	0	900131	10869	1000	0	724	276	0.0004696388093662254	9.6	75.7
912000	0	901124	10876	1000	0	806	194	0.0004696388093662254	7.9	60.7
913000	0	902111	10889	1000	0	777	223	0.0004696388093662254	8.3	65.1
914000	0	903094	10906	1000	0	769	231	0.0004696388093662254	8.9	69.6
915000	0	904085	10915	1000	0	760	240	0.0004696388093662254	8.8	68.5
916000	0	905073	10927	1000	0	900	100	0.0004696388093662254	6.6	48.9
917000	0	906062	10938	1000	0	878	122	0.0004696388093662254	6.3	45.9
918000	0	907052	10948	1000	0	900	100	0.0004696388093662254	6.5	47.3
919000	0	908041	10959	1000	0	730	270	0.0004696388093662254	9.0	70.5
920000	0	909030	10970	1000	0	755	245	0.0004696388093662254	8.9	75.3
921000	0	910015	10985	1000	0	768	232	0.0004696388093662254	8.6	78.7
922000	0	911004	10996	1000	0	714	286	0.0004696388093662254	9.7	91.5
923000	0	911989	11011	1000	0	728	272	0.0004696388093662254	9.4	74.8
924000	0	912980	11020	1000	0	925	75	0.0004696388093662254	6.0	42.4
925000	0	913970	11030	1000	0	730	270	0.0004696388093662254	9.5	73.2
926000	0	914961	11039	1000	0	945	55	0.0004696388093662254	5.5	40.2
927000	0	915950	11050	1000	0	939	61	0.0004696388093662254	5.6	38.7
928000	0	916941	11059	1000	0	740	260	0.0004696388093662254	9.2	71.6
929000	0	917929	11071	1000	0	738	262	0.0004696388093662254	9.3	73.3
930000	0	918911	11089	1000	0	884	116	0.0004696388093662254	5.6	39.5
931000	0	919900	11100	1000	0	866	134	0.0004696388093662254	5.6	39.7
932000	0	920888	11112	1000	0	757	243	0.0004696388093662254	8.8	68.6
933000	0	921878	11122	1000	0	722	278	0.0004696388093662254	9.6	76.1
934000	0	922868	11132	1000	0	898	102	0.0004696388093662254	4.8	31.3
935000	0	923860	11140	1000	0	788	212	0.0004696388093662254	8.3	64.1
936000	0	924849	11151	1000	0	725	275	0.0004696388093662254	9.6	75.9
937000	0	925836	11164	1000	0	892	108	0.0004696388093662254	6.6	48.3
938000	0	926829	11171	1000	0	829	171	0.0004696388093662254	7.6	57.4
939000	0	927810	11190	1000	0	830	170	0.0004696388093662254	7.6	57.8
940000	0	928795	11205	1000	0	759	241	0.0004696388093662254	9.0	70.1
941000	0	929777	11223	1000	0	886	114	0.0004696388093662254	6.8	51.0
942000	0	930766	11234	1000	0	930	70	0.0004696388093662254	5.5	38.3
943000	0	931752	11248	1000	0	880	120	0.0004696388093662254	5.1	34.1
944000	0	932739	11261	1000	0	798	202	0.0004696388093662254	8.1	62.5
945000	0	933726	11274	1000	0	714	286	0.0004696388093662254	9.6	75.6
946000	0	934711	11289	1000	0	876	124	0.0004696388093662254	7.0	51.7
947000	0	935697	11303	1000	0	777	223	0.0004696388093662254	8.6	66.9
948000	0	936685	11315	1000	0	863	137	0.0004696388093662254	7.3	54.2
949000	0	937672	11328	1000	0	830	170	0.0004696388093662254	7.7	59.4
950000	0	938661	11339	1000	0	752	248	0.0004696388093662254	9.3	74.5
951000	0	939650	11350	1000	0	723	277	0.0004696388093662254	9.7	76.8
952000	0	940637	11363	1000	0	732	268	0.0004696388093662254	9.6	76.2
953000	0	941626	11374	1000	0	813	187	0.0004696388093662254	7.4	56.2
954000	0	942606	11394	1000	0	735	265	0.0004696388093662254	9.5	73.2
955000	0	943594	11406	1000	0	746	254	0.0004696388093662254	8.9	68.3
956000	0	944581	11419	1000	0	732	268	0.0004696388093662254	9.4	73.8
957000	0	945574	11426	1000	0	733	267	0.0004696388093662254	9.6	74.9
958000	0	946561	11439	1000	0	756	244	0.0004696388093662254	9.5	74.4
959000	0	947545	11455	1000	0	707	293	0.0004696388093662254	9.8	76.8
960000	0	948535	11465	1000	0	750	250	0.0004696388093662254	9.1	70.9
961000	0	949525	11475	1000	0	729	271	0.0004696388093662254	9.7	76.2
962000	0	950517	11483	1000	0	739	261	0.0004696388093662254	9.3	73.0
963000	0	951500	11500	1000	0	888	112	0.0004696388093662254	5.2	36.6
964000	0	952478	11522	1000	0	759	241	0.0004696388093662254	9.4	73.4
965000	0	953458	11542	1000	0	735	265	0.0004696388093662254	9.5	73.4
966000	0	954449	11551	1000	0	749	251	0.0004696388093662254	9.5	75.0
967000	0	955441	11559	1000	0	933	67	0.0004696388093662254	6.0	42.0
968000	0	956430	11570	1000	0	775	225	0.0004696388093662254	8.8	68.3
969000	0	957418	11582	1000	0	755	245	0.0004696388093662254	9.3	71.3
970000	0	958409	11591	1000	0	972	28	0.0004696388093662254	5.2	35.0
971000	0	959399	11601	1000	0	757	243	0.0004696388093662254	9.2	71.2
972000	0	960386	11614	1000	0	930	70	0.0004696388093662254	6.5	46.9
973000	0	961377	11623	1000	0	765	235	0.0004696388093662254	9.0	70.3
974000	0	962369	11631	1000	0	748	252	0.0004696388093662254	9.0	69.9
975000	0	963353	11647	1000	0	801	199	0.0004696388093662254	8.5	65.3
976000	0	964339	11661	1000	0	873	127	0.0004696388093662254	5.1	34.7
977000	0	965325	11675	1000	0	758	242	0.0004696388093662254	9.4	73.6
978000	0	966313	11687	1000	0	752	248	0.0004696388093662254	9.1	71.1
979000	0	967304	11696	1000	0	899	101	0.0004696388093662254	6.5	46.7
980000	0	968290	11710	1000	0	787	213	0.0004696388093662254	8.5	65.0
981000	0	969274	11726	1000	0	731	269	0.0004696388093662254	9.7	74.9
982000	0	970262	11738	1000	0	804	196	0.0004696388093662254	8.1	62.9
983000	0	971243	11757	1000	0	744	256	0.0004696388093662254	9.0	70.8
984000	0	972228	11772	1000	0	689	311	0.0004696388093662254	10.3	82.4
985000	0	973210	11790	1000	0	784	216	0.0004696388093662254	8.5	68.1
986000	0	974204	11796	1000	0	720	280	0.0004696388093662254	9.6	75.2
987000	0	975203	11797	1000	0	743	257	0.0004696388093662254	9.6	74.9
988000	0	976196	11804	1000	0	743	257	0.0004696388093662254	9.5	75.7
989000	0	977176	11824	1000	0	887	113	0.0004696388093662254	6.5	47.3
990000	0	978168	11832	1000	0	751	249	0.0004696388093662254	9.2	72.8
991000	0	979152	11848	1000	0	744	256	0.0004696388093662254	9.2	72.5
992000	0	980140	11860	1000	0	745	255	0.0004696388093662254	9.1	71.3
993000	0	981128	11872	1000	0	845	155	0.0004696388093662254	6.8	51.7
994000	0	982118	11882	1000	0	679	321	0.0004696388093662254	10.7	85.0
995000	0	983104	11896	1000	0	732	268	0.0004696388093662254	9.3	72.3
996000	0	984091	11909	1000	0	776	224	0.0004696388093662254	8.6	65.8
997000	0	985081	11919	1000	0	758	242	0.0004696388093662254	9.2	72.4
998000	0	986065	11935	1000	0	748	252	0.0004696388093662254	9.1	70.7
999000	0	987052	11948	1000	0	905	95	0.0004696388093662254	6.5	47.2
1000000	0	988045	11955	1000	0	815	185	0.0004696388093662254	8.1	61.0
duration: 220991.7s
